date,x1,x2,y,category
2023-01-01,0.0,0.0,0.24287949431425634,A
2023-01-02,0.001001001001001,0.0010010010010010006,0.21400467080679042,A
2023-01-03,0.002002002002002,0.002002002002002001,0.11158465523299359,B
2023-01-04,0.003003003003003,0.003003003003003002,0.1530530392686131,B
2023-01-05,0.004004004004004,0.004004004004004002,0.21163660801985754,A
2023-01-06,0.005005005005005,0.005005005005005003,0.07261157023811679,C
2023-01-07,0.006006006006006,0.006006006006006004,0.297492865262773,A
2023-01-08,0.007007007007007,0.007007007007007004,0.12065846397642759,B
2023-01-09,0.008008008008008,0.008008008008008004,0.06374869437485199,B
2023-01-10,0.009009009009009,0.009009009009009005,0.11158356587024712,C
2023-01-11,0.01001001001001,0.010010010010010006,0.06542943503819042,B
2023-01-12,0.01101101101101101,0.011011011011011007,0.06602107567218207,C
2023-01-13,0.01201201201201201,0.012012012012012008,0.2394063141609708,A
2023-01-14,0.013013013013013011,0.013013013013013008,0.0,C
2023-01-15,0.014014014014014009,0.014014014014014009,0.14919743970912266,A
2023-01-16,0.01501501501501501,0.01501501501501501,0.06432119301765217,C
2023-01-17,0.01601601601601601,0.01601601601601601,0.04403643109102662,B
2023-01-18,0.01701701701701701,0.01701701701701701,0.10654449135579072,C
2023-01-19,0.018018018018018007,0.01801801801801801,0.19004160098027498,A
2023-01-20,0.01901901901901901,0.019019019019019014,0.0275289535522632,B
2023-01-21,0.02002002002002001,0.020020020020020013,0.1622690370356484,B
2023-01-22,0.02102102102102102,0.021021021021021012,0.08419016755949091,B
2023-01-23,0.02202202202202202,0.022022022022022015,0.23827528970809086,A
2023-01-24,0.02302302302302302,0.023023023023023014,0.16947177839071276,A
2023-01-25,0.02402402402402402,0.024024024024024017,0.21117416211766196,A
2023-01-26,0.025025025025025027,0.025025025025025016,0.24239435991925473,A
2023-01-27,0.02602602602602603,0.026026026026026015,0.04459475840448822,C
2023-01-28,0.02702702702702703,0.027027027027027018,0.2561249366762415,A
2023-01-29,0.028028028028028028,0.028028028028028017,0.07162621058605893,C
2023-01-30,0.02902902902902903,0.02902902902902902,0.22643978665671374,A
2023-01-31,0.03003003003003003,0.03003003003003002,0.21270024938528,A
2023-02-01,0.031031031031031032,0.03103103103103102,0.18796889306748737,B
2023-02-02,0.03203203203203203,0.03203203203203202,0.10176964910913049,B
2023-02-03,0.03303303303303303,0.033033033033033024,0.19355980385433852,A
2023-02-04,0.03403403403403403,0.03403403403403402,0.14210699706099986,B
2023-02-05,0.03503503503503503,0.03503503503503502,0.04763541296693831,B
2023-02-06,0.03603603603603603,0.03603603603603602,0.25464854098187045,A
2023-02-07,0.03703703703703703,0.03703703703703702,0.01462318849253465,C
2023-02-08,0.03803803803803803,0.03803803803803803,0.044733911064259724,C
2023-02-09,0.039039039039039033,0.03903903903903903,0.11646237807909636,B
2023-02-10,0.04004004004004003,0.040040040040040026,0.28211212234657224,A
2023-02-11,0.04104104104104104,0.041041041041041025,0.11667369255624134,B
2023-02-12,0.04204204204204204,0.042042042042042024,0.24373033628295052,A
2023-02-13,0.04304304304304304,0.04304304304304303,0.235792067499273,A
2023-02-14,0.04404404404404404,0.04404404404404403,0.18165308538004407,A
2023-02-15,0.04504504504504504,0.04504504504504503,0.21768786025648018,A
2023-02-16,0.04604604604604604,0.04604604604604603,0.09073456207252703,C
2023-02-17,0.04704704704704704,0.04704704704704703,0.16212366993348318,B
2023-02-18,0.04804804804804805,0.048048048048048034,0.1295915187452943,B
2023-02-19,0.04904904904904905,0.04904904904904903,0.17189826457250285,A
2023-02-20,0.05005005005005005,0.05005005005005003,0.26980548427982254,A
2023-02-21,0.05105105105105105,0.05105105105105103,0.23747536104038633,A
2023-02-22,0.05205205205205206,0.05205205205205203,0.08485711125257878,C
2023-02-23,0.05305305305305306,0.05305305305305304,0.285298083657245,A
2023-02-24,0.05405405405405406,0.054054054054054036,0.16580227863203473,C
2023-02-25,0.055055055055055056,0.055055055055055035,0.16185716814677073,B
2023-02-26,0.056056056056056056,0.056056056056056035,0.2198206176305984,A
2023-02-27,0.05705705705705706,0.057057057057057034,0.10547982743710133,B
2023-02-28,0.05805805805805806,0.05805805805805804,0.2757344677235596,A
2023-03-01,0.05905905905905906,0.05905905905905904,0.16671611262237082,C
2023-03-02,0.06006006006006006,0.06006006006006004,0.099661821382806,C
2023-03-03,0.06106106106106106,0.06106106106106104,0.2537567595013829,A
2023-03-04,0.062062062062062065,0.06206206206206204,0.21157556078841372,A
2023-03-05,0.06306306306306306,0.06306306306306304,0.0683639824293014,B
2023-03-06,0.06406406406406406,0.06406406406406404,0.16262010639151434,C
2023-03-07,0.06506506506506507,0.06506506506506504,0.32836807099854265,A
2023-03-08,0.06606606606606606,0.06606606606606605,0.12282145716089261,B
2023-03-09,0.06706706706706707,0.06706706706706704,0.1736142439303217,B
2023-03-10,0.06806806806806806,0.06806806806806805,0.1444171947798671,B
2023-03-11,0.06906906906906907,0.06906906906906904,0.23795195395244084,A
2023-03-12,0.07007007007007007,0.07007007007007005,0.14580464715356428,B
2023-03-13,0.07107107107107107,0.07107107107107105,0.20130607484103458,C
2023-03-14,0.07207207207207207,0.07207207207207204,0.26842780951267664,A
2023-03-15,0.07307307307307306,0.07307307307307305,0.3436690784835425,A
2023-03-16,0.07407407407407407,0.07407407407407404,0.009755191850585663,C
2023-03-17,0.07507507507507508,0.07507507507507505,0.3104745277369315,A
2023-03-18,0.07607607607607607,0.07607607607607605,0.1372228021511689,C
2023-03-19,0.07707707707707707,0.07707707707707705,0.259666753569511,A
2023-03-20,0.07807807807807807,0.07807807807807805,0.27856612064148495,A
2023-03-21,0.07907907907907907,0.07907907907907905,0.042695449532782905,C
2023-03-22,0.08008008008008008,0.08008008008008005,0.2654597809965182,A
2023-03-23,0.08108108108108109,0.08108108108108106,0.15329773924498516,B
2023-03-24,0.08208208208208209,0.08208208208208205,0.3459226363215683,A
2023-03-25,0.08308308308308308,0.08308308308308306,0.11392539855943336,B
2023-03-26,0.08408408408408409,0.08408408408408405,0.24083268445995723,A
2023-03-27,0.08508508508508508,0.08508508508508505,0.2558182776980393,A
2023-03-28,0.08608608608608609,0.08608608608608606,0.182796723377779,C
2023-03-29,0.0870870870870871,0.08708708708708705,0.295897880128869,A
2023-03-30,0.08808808808808809,0.08808808808808806,0.11688687680699458,B
2023-03-31,0.0890890890890891,0.08908908908908905,0.3058903856536012,A
2023-04-01,0.09009009009009009,0.09009009009009006,0.14748052170245426,B
2023-04-02,0.09109109109109108,0.09109109109109106,0.3284982646530697,A
2023-04-03,0.09209209209209208,0.09209209209209206,0.11165962798116598,C
2023-04-04,0.09309309309309308,0.09309309309309306,0.2695213546143436,A
2023-04-05,0.09409409409409408,0.09409409409409406,0.2672191040851224,A
2023-04-06,0.09509509509509509,0.09509509509509506,0.21801761207009632,A
2023-04-07,0.0960960960960961,0.09609609609609607,0.3006720223727634,A
2023-04-08,0.0970970970970971,0.09709709709709706,0.16001306584086977,B
