date,numeric_0,numeric_1,numeric_2,numeric_3,numeric_4,category_0,category_1,target
2023-01-01,-5.273842051567518,-0.07601936656846142,32.32840019399882,-15.741961006518824,-17.373204408310837,B,C,36.57686353649351
2023-01-02,-0.6767951708191706,-16.03388634043321,-32.65093812467469,-29.80110686604549,2.2512130887386244,C,B,-41.191934067633206
2023-01-03,-3.677472850755372,-7.607319622650364,3.469708478626462,-12.634452637140573,13.610936410983369,B,A,-15.26295145270471
2023-01-04,-12.384098356186456,-19.05473618473344,23.09811823885736,-14.814463224970645,-57.005271549754916,D,B,62.15095889196834
2023-01-05,-17.40774433591535,-14.835636231838983,-57.14437652658899,6.129700989149206,17.335729805190816,E,E,-16.36488813240212
2023-01-06,-12.465724800954074,21.930003315349094,-25.402940689685504,-11.920224684842466,0.44731109899600563,B,A,-5.582365399212403
2023-01-07,7.484271182832481,4.30053588358491,9.213900556532018,-37.765000611347695,-2.774430584076704,D,C,-19.90990706392612
2023-01-08,-12.419284028674566,11.233776491242317,31.414918378100083,1.3427740776855348,11.5817173572718,D,E,39.36443505606205
2023-01-09,-7.925175099569241,19.792848509498338,-21.556096994113002,10.346434047983188,0.6327615873631007,E,C,-9.474770894782713
2023-01-10,2.126065083531259,-22.264221503312775,-7.49399195130521,30.553824929624525,-12.704115725880909,A,D,27.314846709274214
2023-01-11,-24.697805248028246,-8.831909911534963,9.060018297963541,10.139358185759848,26.477436386282672,D,E,31.549059807934274
2023-01-12,-3.851439693809793,32.42436623101231,-39.66900296286671,-22.358445478402118,28.313549670178734,C,B,-45.262295958312166
2023-01-13,-0.7708045241593391,0.34445618055104466,-37.341844999628286,-8.574402010285558,-54.2791609990201,E,C,-2.1724733419977147
2023-01-14,-18.8026544481481,-15.822812657893573,-37.78312155569206,23.00832497860742,53.92675493899714,A,B,-16.094810941122738
2023-01-15,-20.35298021503246,16.571584992227038,-56.46098088355751,-0.18862821614960268,65.46446128249872,E,A,-39.753948952654866
2023-01-16,-15.713843872589422,17.00880708787673,-36.992444781741185,12.481621508395955,15.519390146351238,B,C,-3.654477158635853
2023-01-17,-18.33615817458557,17.607953536182862,-4.557609906664622,9.617313481047736,37.95925990986298,D,C,-16.791934909254117
2023-01-18,-4.988749295471056,-21.12575409997043,22.845053040750606,-2.9858848651845036,19.27608385188378,D,A,-2.337541296425691
2023-01-19,-12.1440386447142,44.09790627569573,1.4681662469186403,52.65504546482079,21.3565567941493,E,A,19.965424872008867
2023-01-20,-24.10737824341504,-20.05007218906325,-0.2249398295004994,22.544362163498295,42.779673021363635,B,A,-3.0822381690945235
2023-01-21,11.612691799913467,-8.404166960496683,48.70787765371884,-6.305344673384472,-27.997436825021197,E,A,38.613979482853736
2023-01-22,-4.941574512330707,36.19515021203087,-45.86401190060773,-0.13868147851322643,2.8506275361822975,C,D,-31.807651905862706
2023-01-23,-7.472558923762035,11.193017810730776,10.447642649702596,6.694157512012207,-14.933340643468888,D,C,16.576240929969927
2023-01-24,-45.2515381307593,26.746584393341916,-33.128394760624595,27.678359473617327,30.116078660263263,D,D,20.50202551752863
2023-01-25,-8.097635752417146,-17.342671350476202,-23.314773840736187,14.734425849043115,47.63270006873334,C,D,-37.73339948550701
2023-01-26,1.5593858967286582,5.969092886594252,13.393595433570788,-5.083031621503164,-20.634652576399965,A,B,24.64399849034258
2023-01-27,-19.61777274446426,7.311399431052429,-52.6926801946037,49.29823877655542,33.73031095319176,D,C,-18.96090527102213
2023-01-28,0.7165679451371894,-25.480110187889533,-28.547848621007205,5.374888321230031,-1.2386639214710842,E,C,-13.318323203329353
2023-01-29,13.750313048467227,21.395657901117367,3.465039735574642,12.64169645209742,40.38581169386116,A,C,-33.825182474642034
2023-01-30,16.849763449822518,-14.511549559404983,5.532371692969876,22.909336632228776,38.253201011882624,A,C,-25.68232175354693
2023-01-31,-8.960852010595943,-9.93093012445236,-6.4567735590285755,12.882814138306774,-7.614021969965334,E,A,31.00863152227481
2023-02-01,27.00942128864537,-4.813485025014661,12.679731693125213,-11.634174870745081,-47.296826193826426,C,E,-14.277526857226533
2023-02-02,0.3851947529507296,-2.9972228087494437,15.17411804234852,-23.92844934490117,-10.743635277053533,A,B,21.126187183825472
2023-02-03,-37.891476206825416,10.712207968327121,-2.868431451480591,61.114370800169695,9.801874409241577,D,B,31.408695851442562
2023-02-04,-1.6088771075300876,-10.214136358207515,15.477038821104795,-12.003056978861474,-24.25711074723611,B,A,34.06838282734847
