date,numeric_0,numeric_1,numeric_2,numeric_3,numeric_4,category_0,category_1,target
2023-01-01,0.18840166983100062,0.49631648369894615,0.08351326179374613,0.32920615567726924,0.1421131594438249,C,C,0.0037995798044594443
2023-01-02,0.17279764850212095,0.5402770825248315,0.2079621079328578,0.3441515705020371,0.10432359011933134,E,C,0.20055735809956643
2023-01-03,0.23832021571431888,0.6748311742544337,0.24586104080555526,0.1642368058856634,0.1342381433891852,E,C,0.16875553618498484
2023-01-04,0.3244825902809894,0.4985479204816361,0.12289134078663115,0.486277179324245,0.2916184308801644,A,B,0.11055545709519121
2023-01-05,0.17738941040086603,0.6464309087498232,0.250826765665599,0.3485184135701775,0.034604446937077246,A,D,0.16326186906054468
2023-01-06,0.11399165183730736,0.13720643251462458,0.28728016369063447,0.1221666803553159,0.11343690992572443,E,E,0.33489444612091596
2023-01-07,0.3369168423823678,0.3095990098289777,0.47852986392939817,0.015227096197070846,0.28059153368672796,E,A,0.4869311199741241
2023-01-08,0.2758035839768391,0.8663759146160585,0.4322635726909975,0.08552489408274284,0.2562995633309784,D,D,0.42782237648213084
2023-01-09,0.1767217856420386,0.5873831920644027,0.0,0.13285999596742498,0.18423706992117733,C,C,0.0
2023-01-10,0.27207709012716164,0.17194902759813124,0.13165956916547344,0.5208263348926355,0.1286323305569144,A,D,0.15664946025290888
2023-01-11,0.11052178258415307,0.3414961821916286,0.2966515854363352,0.5496821995733268,0.02769763388079559,C,E,0.17798187538792776
2023-01-12,0.19931868084274035,0.3558747866710859,0.30227817127775714,0.18941950297392818,0.25127422358637524,C,A,0.35135542157520366
2023-01-13,0.28290168608458244,0.573069910722057,0.3501084311248868,0.23340642588913801,0.2407410075145745,E,A,0.533886114619255
2023-01-14,0.13304156300844622,0.5288690262731797,0.7306067781782943,0.25900881384508156,0.0,D,E,0.4972457230408646
2023-01-15,0.0,0.46688141536052413,0.2545312884845531,0.2269829441776024,0.19887269839085917,B,E,0.36795656992321535
2023-01-16,0.329338462307326,0.5695409545785198,0.41381927687343445,0.45495577173234386,0.1856175441045378,D,C,0.1303082115290333
2023-01-17,0.30345191928605925,0.6896325152739402,0.365946843765281,0.17210818526314098,0.24048831637746715,D,A,0.20189095934502446
2023-01-18,0.20970477485375175,0.4698804755575487,0.40460598579994433,0.509235867032862,0.2647249794135715,C,D,0.2519928981375897
2023-01-19,0.2588603443988024,0.44040322872827503,0.19330409064474682,0.2386118233002033,0.33175733978183136,D,B,0.16742232026303433
2023-01-20,0.22703146996783008,0.49006684377239773,0.33096025083918723,0.4197944477816342,0.2773350003886293,A,B,0.3207223093265114
