date,numeric_0,numeric_1,numeric_2,numeric_3,numeric_4,category_0,category_1,target
2023-01-01,0.44812621984228185,0.7277189378622284,0.650595870876243,0.05642465429330619,0.8219467334544365,B,A,0.8136394186531678
2023-01-02,0.22099252616793597,0.67534723951931,0.744261922661244,0.1800395271139435,0.7806129837568608,A,C,0.7622023470678783
2023-01-03,0.2936707040600944,0.8408850227369717,0.6976336851855034,0.35171182267954443,0.6576745075707964,D,E,0.6243032221369161
2023-01-04,0.226845651439244,0.6783966973646988,0.6346526583616785,0.2565739184484679,0.6557203032992079,E,E,0.639614859327363
2023-01-05,0.3684948352076271,0.7736277391917261,0.8562562125801023,0.11183330376575439,0.7635113576235509,D,A,0.9017119286378047
2023-01-06,0.09564954916516016,0.7960194353657651,0.7861524100770368,0.15041376200573053,0.7908409640873068,C,D,0.7962291913608425
2023-01-07,0.35542480981883795,0.5992761236239731,0.6755345783333674,0.30013423827435826,0.5684898468736603,E,C,0.7444999910039974
2023-01-08,0.42822919226459916,0.7743980734068034,0.6038943610466826,0.1883668496848095,0.7369512755198243,D,A,0.7231511405260269
2023-01-09,0.0837615209572587,0.7617872862062004,0.8544049780551571,0.30021378176621477,0.607960087471723,C,D,0.7340613138330974
2023-01-10,0.29164069666219966,0.7741889603237628,0.6677290717937235,0.2448226180018294,0.6741293613290857,D,E,0.6668329807188291
2023-01-11,0.23648287765561798,0.7355526494541206,0.8137938223212372,0.14749699104128644,0.7425516687435891,D,B,0.8656454576420213
2023-01-12,0.23991344170178294,0.8556673411604555,0.8281200119045168,0.08367305447687638,0.8109996781436841,E,C,0.8584211080866185
2023-01-13,0.2508417566496816,0.7448493539473924,0.860066457184336,0.27717875371364953,0.7304432640498115,C,C,0.8332572873760555
2023-01-14,0.0016011116967781795,1.0,0.8031996144892084,0.15667777101084465,0.7713331309815221,A,D,0.72885870216103
2023-01-15,0.32760044289365037,0.7865176731649666,0.6754649305030991,0.059616388362806014,0.78527722037033,B,A,0.8161093986126812
2023-01-16,0.11305374405779392,0.7701502255944194,0.825045766681333,0.0,0.7876845879437202,E,E,0.9647065864270896
2023-01-17,0.05693615585778461,0.6951313979941183,0.9604455241587025,0.20370751584832458,0.7970362081131954,C,D,0.9284656025206424
2023-01-18,0.28556975313661676,0.6643546959295147,0.8446979695988985,0.22610963014413737,0.6861365947463843,D,B,0.8753769826814655
2023-01-19,0.06665628313984907,0.8197907415089669,0.8451207056936739,0.20417032835210697,0.7648671320875131,C,B,0.7771633562559629
2023-01-20,0.22638555861293186,0.8865524105327285,0.826159482754572,0.3165185405443381,0.8668187576293162,B,B,0.6993195510029867
2023-01-21,0.3911166555867524,0.8797986681352505,0.7467981465355183,0.30517334638102844,0.6190678269791833,B,D,0.6786243352845025
2023-01-22,0.1039304537263128,0.7252169782829023,0.7233992966518716,0.17030773590480666,0.7462858617571846,A,E,0.6842770117632324
2023-01-23,0.24508056219756683,0.6426303920575831,0.8043018712686397,0.13249257370984355,0.8668281259672055,A,C,0.8878615857561585
2023-01-24,0.35019786889098947,0.8551856560973472,0.892300328316633,0.12251505642814531,0.7349233089759108,B,A,0.9746397375733916
2023-01-25,0.2428941522044248,0.6584600373830874,0.8783174364423737,0.21246366951359758,0.6552275056963255,E,C,0.8929389915403858
2023-01-26,0.15783115463478833,0.7578572596797022,0.9551658526541033,0.2399853603231162,0.7772500701628113,E,E,0.9383454331497392
2023-01-27,0.32701849951833134,0.7392470748290187,0.8669899707120393,0.3146951962093465,0.7624814589301022,D,C,0.8083457917716106
2023-01-28,0.1422557020514541,0.7147399730987852,0.7165715964602029,0.294126509955223,0.6924779209517132,A,D,0.6100599373468821
2023-01-29,0.23897036706305178,0.8358075650073175,0.8054915182903178,0.18612045919406944,0.7219813745048915,D,B,0.8302775173948007
2023-01-30,0.10475052039214125,0.7233459396833413,0.6685299858790449,0.15448709814020972,0.7348870584227007,A,E,0.6887460561367431
